Nombre,Posición,Edad,Nacionalidad,Altura,Pie hábil,Contrato,Valor de mercado,Equipo,Liga,Lesión
Iván Romero,Centre-Forward,24,['Spain'],173,right,6/30/2028,7500000,LevanteUD,La Liga,Sin lesión
Goduine Koyalipou,Centre-Forward,25,"['Central African Republic', 'France']",184,right,6/30/2026,2500000,LevanteUD,La Liga,Sin lesión
Carlos Espí,Centre-Forward,20,['Spain'],194,right,6/30/2027,2000000,LevanteUD,La Liga,Sin lesión
José Luis Morales,Centre-Forward,38,['Spain'],180,right,6/30/2026,500000,LevanteUD,La Liga,Sin lesión
Augusto Batalla,Goalkeeper,29,"['Argentina', 'Italy']",186,right,6/30/2030,6000000,RayoVallecano,La Liga,Sin lesión
Dani Cárdenas,Goalkeeper,28,['Spain'],186,right,6/30/2027,1800000,RayoVallecano,La Liga,Sin lesión
Luiz Felipe,Centre-Back,28,"['Italy', 'Brazil']",187,right,6/30/2026,5000000,RayoVallecano,La Liga,Sin lesión
Abdul Mumin,Centre-Back,27,"['Ghana', 'Nigeria']",188,right,6/30/2026,5000000,RayoVallecano,La Liga,Sin lesión
Nobel Mendy,Centre-Back,21,"['Senegal', 'Guinea-Bissau']",187,left,6/30/2026,4000000,RayoVallecano,La Liga,Sin lesión
Florian Lejeune,Centre-Back,34,['France'],190,right,6/30/2027,2500000,RayoVallecano,La Liga,Sin lesión
Jozhua Vertrouwd,Centre-Back,21,['Netherlands'],187,left,6/30/2026,1500000,RayoVallecano,La Liga,Sin lesión
Pep Chavarría,Left-Back,27,['Spain'],174,left,6/30/2030,7500000,RayoVallecano,La Liga,Sin lesión
Alfonso Espino,Left-Back,33,"['Uruguay', 'Spain']",172,left,6/30/2026,1200000,RayoVallecano,La Liga,Sin lesión
Andrei Rațiu,Right-Back,27,"['Romania', 'Spain']",183,right,6/30/2028,12000000,RayoVallecano,La Liga,Sin lesión
Iván Balliu,Right-Back,33,"['Albania', 'Spain']",172,right,6/30/2027,1400000,RayoVallecano,La Liga,Sin lesión
Gerard Gumbau,Defensive Midfield,30,['Spain'],188,left,6/30/2026,1500000,RayoVallecano,La Liga,Sin lesión
Pedro Díaz,Central Midfield,27,['Spain'],180,right,6/30/2028,3000000,RayoVallecano,La Liga,Sin lesión
Unai López,Central Midfield,29,['Spain'],170,right,6/30/2026,2500000,RayoVallecano,La Liga,Sin lesión
Óscar Valentín,Central Midfield,31,['Spain'],177,right,6/30/2027,2500000,RayoVallecano,La Liga,Team captain
Pathé Ciss,Central Midfield,31,['Senegal'],186,right,6/30/2027,2000000,RayoVallecano,La Liga,Sin lesión
Randy Nteka,Attacking Midfield,27,"['Angola', 'France']",189,left,6/30/2028,1500000,RayoVallecano,La Liga,Sin lesión
Óscar Trejo,Attacking Midfield,37,"['Argentina', 'Italy']",180,right,6/30/2026,500000,RayoVallecano,La Liga,Sin lesión
Álvaro García,Left Winger,32,['Spain'],167,both,6/30/2028,2000000,RayoVallecano,La Liga,Sin lesión
Jorge de Frutos,Right Winger,28,['Spain'],173,right,6/30/2028,12000000,RayoVallecano,La Liga,Sin lesión
Fran Pérez,Right Winger,23,['Spain'],176,right,6/30/2029,3000000,RayoVallecano,La Liga,Sin lesión
Isi Palazón,Second Striker,30,['Spain'],169,left,6/30/2028,3500000,RayoVallecano,La Liga,Sin lesión
Alemão,Centre-Forward,27,"['Brazil', 'Poland']",182,right,6/30/2030,3500000,RayoVallecano,La Liga,Sin lesión
Sergio Camello,Centre-Forward,24,['Spain'],182,right,6/30/2027,3000000,RayoVallecano,La Liga,Sin lesión
Marko Dmitrovic,Goalkeeper,33,['Serbia'],189,left,6/30/2028,800000,Espanyol,La Liga,Sin lesión
Ángel Fortuño,Goalkeeper,24,['Spain'],183,right,6/30/2027,300000,Espanyol,La Liga,Sin lesión
Clemens Riedel,Centre-Back,22,['Germany'],186,right,6/30/2029,4000000,Espanyol,La Liga,Sin lesión
Miguel Rubio,Centre-Back,27,['Spain'],191,right,6/30/2028,2000000,Espanyol,La Liga,Sin lesión
Fernando Calero,Centre-Back,30,['Spain'],184,right,6/30/2026,1500000,Espanyol,La Liga,Sin lesión
Leandro Cabrera,Centre-Back,34,"['Uruguay', 'Spain']",190,left,6/30/2026,1000000,Espanyol,La Liga,Sin lesión
Carlos Romero,Left-Back,23,['Spain'],174,left,6/30/2026,10000000,Espanyol,La Liga,Sin lesión
José Salinas,Left-Back,25,['Spain'],178,left,6/30/2028,3000000,Espanyol,La Liga,Sin lesión
Omar El Hilali,Right-Back,22,"['Morocco', 'Spain']",183,right,6/30/2027,15000000,Espanyol,La Liga,Sin lesión
Rubén Sánchez,Right-Back,24,['Spain'],185,right,6/30/2027,1000000,Espanyol,La Liga,Sin lesión
Urko González de Zárate,Defensive Midfield,24,['Spain'],189,right,6/30/2030,5000000,Espanyol,La Liga,Sin lesión
Charles Pickel,Defensive Midfield,28,"['DR Congo', 'Switzerland']",187,right,6/30/2026,3000000,Espanyol,La Liga,Sin lesión
Pol Lozano,Central Midfield,26,['Spain'],176,right,6/30/2027,5000000,Espanyol,La Liga,Sin lesión
Edu Expósito,Central Midfield,29,['Spain'],178,right,6/30/2027,4000000,Espanyol,La Liga,Sin lesión
Ramón Terrats,Central Midfield,25,['Spain'],181,left,6/30/2026,4000000,Espanyol,La Liga,Sin lesión
Javi Hernández,Attacking Midfield,21,['Spain'],175,left,6/30/2028,500000,Espanyol,La Liga,Sin lesión
Javi Puado,Left Winger,27,['Spain'],177,right,6/30/2030,10000000,Espanyol,La Liga,Team captain
Pere Milla,Left Winger,33,['Spain'],180,left,6/30/2027,1200000,Espanyol,La Liga,Sin lesión
Tyrhys Dolan,Right Winger,23,['England'],170,right,6/30/2028,10000000,Espanyol,La Liga,Sin lesión
Luca Koleosho,Right Winger,21,"['Italy', 'United States']",175,right,6/30/2026,6000000,Espanyol,La Liga,Sin lesión
Jofre Carreras,Right Winger,24,['Spain'],175,right,6/30/2029,3000000,Espanyol,La Liga,Sin lesión
Antoniu Roca,Right Winger,23,['Spain'],180,right,6/30/2028,1800000,Espanyol,La Liga,Sin lesión
Roberto Fernández,Centre-Forward,23,['Spain'],186,right,6/30/2031,6000000,Espanyol,La Liga,Sin lesión
Kike García,Centre-Forward,35,['Spain'],186,right,6/30/2027,900000,Espanyol,La Liga,Sin lesión
Leo Román,Goalkeeper,25,['Spain'],189,right,6/30/2030,5000000,RCDMallorca,La Liga,Sin lesión
Lucas Bergström,Goalkeeper,23,['Finland'],205,right,6/30/2027,700000,RCDMallorca,La Liga,Sin lesión
Iván Cuéllar,Goalkeeper,41,['Spain'],187,left,6/30/2026,100000,RCDMallorca,La Liga,Sin lesión
Marash Kumbulla,Centre-Back,25,"['Albania', 'Italy']",191,right,6/30/2026,7500000,RCDMallorca,La Liga,Sin lesión
Martin Valjent,Centre-Back,29,['Slovakia'],187,right,6/30/2029,5000000,RCDMallorca,La Liga,Sin lesión
Antonio Raíllo,Centre-Back,34,['Spain'],187,right,6/30/2026,1800000,RCDMallorca,La Liga,Team captain
David López,Centre-Back,22,['Spain'],195,right,6/30/2027,500000,RCDMallorca,La Liga,Sin lesión
Johan Mojica,Left-Back,33,"['Colombia', 'Spain']",185,left,6/30/2027,2000000,RCDMallorca,La Liga,Sin lesión
Toni Lato,Left-Back,27,['Spain'],171,left,6/30/2027,1800000,RCDMallorca,La Liga,Sin lesión
Pablo Maffeo,Right-Back,28,"['Argentina', 'Spain']",172,right,6/30/2027,5000000,RCDMallorca,La Liga,Sin lesión
Mateu Morey,Right-Back,25,['Spain'],173,right,6/30/2027,1500000,RCDMallorca,La Liga,Sin lesión
Samú Costa,Defensive Midfield,24,['Portugal'],185,left,6/30/2028,15000000,RCDMallorca,La Liga,Sin lesión
Omar Mascarell,Defensive Midfield,32,"['Equatorial Guinea', 'Spain']",181,right,6/30/2026,900000,RCDMallorca,La Liga,Sin lesión
Sergi Darder,Central Midfield,31,['Spain'],180,right,6/30/2028,4000000,RCDMallorca,La Liga,Sin lesión
Antonio Sánchez,Central Midfield,28,['Spain'],179,right,6/30/2027,2500000,RCDMallorca,La Liga,Sin lesión
Manu Morlanes,Central Midfield,26,['Spain'],178,right,6/30/2028,2500000,RCDMallorca,La Liga,Sin lesión
Pablo Torre,Attacking Midfield,22,['Spain'],173,right,6/30/2029,6000000,RCDMallorca,La Liga,Sin lesión
Dani Rodríguez,Attacking Midfield,37,['Spain'],178,right,6/30/2026,100000,RCDMallorca,La Liga,Sin lesión
Jan Virgili,Left Winger,19,['Spain'],177,right,6/30/2030,10000000,RCDMallorca,La Liga,Sin lesión
Javi Llabrés,Left Winger,23,['Spain'],174,both,6/30/2026,800000,RCDMallorca,La Liga,Sin lesión
Takuma Asano,Right Winger,30,['Japan'],173,right,6/30/2026,2000000,RCDMallorca,La Liga,Sin lesión
Vedat Muriqi,Centre-Forward,31,"['Kosovo', 'Albania']",194,left,6/30/2029,5000000,RCDMallorca,La Liga,Sin lesión
Mateo Joseph,Centre-Forward,22,"['Spain', 'England']",185,right,6/30/2026,3500000,RCDMallorca,La Liga,Sin lesión
Abdón Prats,Centre-Forward,32,['Spain'],181,left,6/30/2028,1000000,RCDMallorca,La Liga,Sin lesión
Marc Domènech,Centre-Forward,18,['Spain'],182,left,6/30/2029,1000000,RCDMallorca,La Liga,Sin lesión
Ionuț Radu,Goalkeeper,28,['Romania'],188,right,6/30/2029,3500000,Celta Vigo,La Liga,Sin lesión
Iván Villar,Goalkeeper,28,['Spain'],186,right,6/30/2027,900000,Celta Vigo,La Liga,Sin lesión
Marc Vidal,Goalkeeper,25,['Spain'],185,right,6/30/2028,300000,Celta Vigo,La Liga,Sin lesión
Javi Rodríguez,Centre-Back,22,['Spain'],178,right,6/30/2028,15000000,Celta Vigo,La Liga,Sin lesión
Carl Starfelt,Centre-Back,30,['Sweden'],187,right,6/30/2027,6000000,Celta Vigo,La Liga,Sin lesión
Carlos Domínguez,Centre-Back,24,['Spain'],187,left,6/30/2028,3000000,Celta Vigo,La Liga,Sin lesión
Yoel Lago,Centre-Back,21,['Spain'],185,right,6/30/2029,2500000,Celta Vigo,La Liga,Sin lesión
Manu Fernández,Centre-Back,24,['Spain'],185,right,6/30/2028,2000000,Celta Vigo,La Liga,Sin lesión
Marcos Alonso,Centre-Back,34,['Spain'],188,left,6/30/2026,1500000,Celta Vigo,La Liga,Sin lesión
Joseph Aidoo,Centre-Back,30,['Ghana'],181,right,6/30/2026,1200000,Celta Vigo,La Liga,Sin lesión
Mihailo Ristic,Left-Back,29,"['Serbia', 'Bosnia-Herzegovina']",180,left,6/30/2026,900000,Celta Vigo,La Liga,Sin lesión
Óscar Mingueza,Right-Back,26,['Spain'],184,right,6/30/2026,18000000,Celta Vigo,La Liga,Sin lesión
Sergio Carreira,Right-Back,25,['Spain'],170,right,6/30/2029,4000000,Celta Vigo,La Liga,Sin lesión
Javi Rueda,Right-Back,23,['Spain'],177,right,6/30/2027,3000000,Celta Vigo,La Liga,Sin lesión
Damián Rodríguez,Defensive Midfield,22,['Spain'],180,left,6/30/2028,2500000,Celta Vigo,La Liga,Sin lesión
Hugo Sotelo,Central Midfield,21,['Spain'],180,right,6/30/2028,12000000,Celta Vigo,La Liga,Sin lesión
Ilaix Moriba,Central Midfield,22,"['Guinea', 'Spain']",185,right,6/30/2029,6000000,Celta Vigo,La Liga,Sin lesión
Fran Beltrán,Central Midfield,26,['Spain'],165,right,6/30/2026,5000000,Celta Vigo,La Liga,Sin lesión
Miguel Román,Central Midfield,22,['Spain'],178,right,6/30/2028,800000,Celta Vigo,La Liga,Sin lesión
Bryan Zaragoza,Left Winger,24,['Spain'],164,right,6/30/2026,12000000,Celta Vigo,La Liga,Sin lesión
Williot Swedberg,Left Winger,21,['Sweden'],187,right,6/30/2029,10000000,Celta Vigo,La Liga,Sin lesión
Hugo Álvarez,Left Winger,22,['Spain'],176,right,6/30/2028,10000000,Celta Vigo,La Liga,Sin lesión
Franco Cervi,Left Winger,31,"['Argentina', 'Italy']",166,left,6/30/2026,800000,Celta Vigo,La Liga,Sin lesión
Jones El-Abdellaoui,Right Winger,19,"['Morocco', 'Norway']",184,right,6/30/2029,4000000,Celta Vigo,La Liga,Sin lesión
Ferran Jutglà,Centre-Forward,26,['Spain'],175,right,6/30/2029,8000000,Celta Vigo,La Liga,Sin lesión
Pablo Durán,Centre-Forward,24,['Spain'],176,right,6/30/2027,3500000,Celta Vigo,La Liga,Sin lesión
Borja Iglesias,Centre-Forward,32,['Spain'],187,right,6/30/2027,3000000,Celta Vigo,La Liga,Sin lesión
Iago Aspas,Centre-Forward,38,['Spain'],176,left,6/30/2026,2000000,Celta Vigo,La Liga,Team captain
Álvaro Valles,Goalkeeper,28,['Spain'],191,right,6/30/2030,2500000,RealBetisBalompie,La Liga,Sin lesión
Pau López,Goalkeeper,30,['Spain'],189,left,6/30/2028,2500000,RealBetisBalompie,La Liga,Sin lesión
Adrián,Goalkeeper,38,['Spain'],190,right,6/30/2026,500000,RealBetisBalompie,La Liga,Sin lesión
Natan,Centre-Back,24,['Brazil'],188,left,6/30/2030,18000000,RealBetisBalompie,La Liga,Sin lesión
Valentín Gómez,Centre-Back,22,"['Argentina', 'Spain']",181,left,6/30/2030,10000000,RealBetisBalompie,La Liga,Sin lesión
Diego Llorente,Centre-Back,32,['Spain'],186,right,6/30/2028,5000000,RealBetisBalompie,La Liga,Sin lesión
Marc Bartra,Centre-Back,34,['Spain'],184,right,6/30/2027,1000000,RealBetisBalompie,La Liga,Sin lesión
Junior Firpo,Left-Back,29,"['Dominican Republic', 'Spain']",184,left,6/30/2028,8000000,RealBetisBalompie,La Liga,Sin lesión
Ricardo Rodríguez,Left-Back,33,"['Switzerland', 'Chile']",182,left,6/30/2026,2000000,RealBetisBalompie,La Liga,Sin lesión
Ángel Ortiz,Right-Back,21,['Spain'],167,right,6/30/2029,3000000,RealBetisBalompie,La Liga,Sin lesión
Héctor Bellerín,Right-Back,30,['Spain'],178,right,6/30/2028,2000000,RealBetisBalompie,La Liga,Sin lesión
Sofyan Amrabat,Defensive Midfield,29,"['Morocco', 'Netherlands']",185,right,6/30/2026,12000000,RealBetisBalompie,La Liga,Sin lesión
Marc Roca,Defensive Midfield,28,['Spain'],184,left,6/30/2029,4000000,RealBetisBalompie,La Liga,Sin lesión
Sergi Altimira,Central Midfield,24,['Spain'],188,right,6/30/2029,20000000,RealBetisBalompie,La Liga,Sin lesión
Nelson Deossa,Central Midfield,25,['Colombia'],185,left,6/30/2030,10000000,RealBetisBalompie,La Liga,Sin lesión
Pablo Fornals,Central Midfield,29,['Spain'],178,right,6/30/2029,6000000,RealBetisBalompie,La Liga,Sin lesión
Giovani Lo Celso,Attacking Midfield,29,"['Argentina', 'Italy']",177,left,6/30/2028,15000000,RealBetisBalompie,La Liga,Sin lesión
Isco,Attacking Midfield,33,['Spain'],176,right,6/30/2027,5000000,RealBetisBalompie,La Liga,Team captain; Broken fibula - Return expected on 10/11/2025
Abde Ezzalzouli,Left Winger,23,"['Morocco', 'Spain']",177,right,6/30/2029,12000000,RealBetisBalompie,La Liga,Sin lesión
Rodrigo Riquelme,Left Winger,25,['Spain'],174,right,6/30/2030,12000000,RealBetisBalompie,La Liga,Sin lesión
Antony,Right Winger,25,['Brazil'],172,left,6/30/2030,30000000,RealBetisBalompie,La Liga,Sin lesión
Pablo García,Right Winger,19,['Spain'],175,left,6/30/2029,10000000,RealBetisBalompie,La Liga,Sin lesión
Aitor Ruibal,Right Winger,29,['Spain'],176,right,6/30/2028,3500000,RealBetisBalompie,La Liga,Sin lesión
Cucho Hernández,Centre-Forward,26,"['Colombia', 'Spain']",176,right,6/30/2030,18000000,RealBetisBalompie,La Liga,Sin lesión
Chimy Ávila,Centre-Forward,31,"['Argentina', 'Spain']",172,right,6/30/2027,2000000,RealBetisBalompie,La Liga,Sin lesión
Cédric Bakambu,Centre-Forward,34,"['DR Congo', 'France']",182,right,6/30/2026,1500000,RealBetisBalompie,La Liga,Sin lesión
Thibaut Courtois,Goalkeeper,33,['Belgium'],200,left,6/30/2027,20000000,RealMadridCF,La Liga,Sin lesión
Andriy Lunin,Goalkeeper,26,['Ukraine'],191,right,6/30/2030,18000000,RealMadridCF,La Liga,Sin lesión
Dean Huijsen,Centre-Back,20,"['Spain', 'Netherlands']",197,both,6/30/2030,70000000,RealMadridCF,La Liga,Muscle injury - Return expected on 23/10/2025
Éder Militão,Centre-Back,27,"['Brazil', 'Spain']",186,right,6/30/2028,30000000,RealMadridCF,La Liga,Sin lesión
Raúl Asencio,Centre-Back,22,['Spain'],184,right,6/30/2031,30000000,RealMadridCF,La Liga,Sin lesión
Antonio Rüdiger,Centre-Back,32,"['Germany', 'Sierra Leone']",190,right,6/30/2026,15000000,RealMadridCF,La Liga,Hamstring injury - Return expected on 12/12/2025
David Alaba,Centre-Back,33,['Austria'],180,left,6/30/2026,4000000,RealMadridCF,La Liga,Sin lesión
Álvaro Carreras,Left-Back,22,['Spain'],186,left,6/30/2031,50000000,RealMadridCF,La Liga,Sin lesión
Fran García,Left-Back,26,['Spain'],169,left,6/30/2027,18000000,RealMadridCF,La Liga,Sin lesión
Ferland Mendy,Left-Back,30,"['France', 'Senegal']",180,left,6/30/2028,10000000,RealMadridCF,La Liga,Thigh problems - Return unknown
Trent Alexander-Arnold,Right-Back,27,['England'],180,right,6/30/2031,75000000,RealMadridCF,La Liga,Sin lesión
Daniel Carvajal,Right-Back,33,['Spain'],173,right,6/30/2026,8000000,RealMadridCF,La Liga,Team captain; Red card suspension - until 23/10/2025 - UEFA Champions League - 2 matchdays; Muscle injury - Return expected on 25/10/2025
Aurélien Tchouaméni,Defensive Midfield,25,"['France', 'Cameroon']",188,right,6/30/2028,75000000,RealMadridCF,La Liga,Sin lesión
Federico Valverde,Central Midfield,27,"['Uruguay', 'Spain']",182,right,6/30/2029,130000000,RealMadridCF,La Liga,Sin lesión
Eduardo Camavinga,Central Midfield,22,"['France', 'DR Congo']",182,left,6/30/2029,50000000,RealMadridCF,La Liga,Sin lesión
Dani Ceballos,Central Midfield,29,['Spain'],179,right,6/30/2027,8000000,RealMadridCF,La Liga,Sin lesión
Jude Bellingham,Attacking Midfield,22,"['England', 'Ireland']",186,right,6/30/2029,180000000,RealMadridCF,La Liga,Sin lesión
Arda Güler,Attacking Midfield,20,['Türkiye'],175,left,6/30/2029,60000000,RealMadridCF,La Liga,Sin lesión
Vinicius Junior,Left Winger,25,"['Brazil', 'Spain']",176,right,6/30/2027,150000000,RealMadridCF,La Liga,Sin lesión
Rodrygo,Right Winger,24,"['Brazil', 'Spain']",174,right,6/30/2028,80000000,RealMadridCF,La Liga,Sin lesión
Franco Mastantuono,Right Winger,18,"['Argentina', 'Italy']",177,left,6/30/2031,50000000,RealMadridCF,La Liga,Sin lesión
Brahim Díaz,Right Winger,26,"['Morocco', 'Spain']",170,both,6/30/2027,40000000,RealMadridCF,La Liga,Sin lesión
Kylian Mbappé,Centre-Forward,26,"['France', 'Cameroon']",178,right,6/30/2029,180000000,RealMadridCF,La Liga,Sin lesión
Endrick,Centre-Forward,19,['Brazil'],173,left,6/30/2030,35000000,RealMadridCF,La Liga,Sin lesión
Gonzalo García,Centre-Forward,21,['Spain'],182,both,6/30/2030,15000000,RealMadridCF,La Liga,Sin lesión
Horațiu Moldovan,Goalkeeper,27,['Romania'],186,right,6/30/2026,2200000,RealOviedo,La Liga,Sin lesión
Aarón Escandell,Goalkeeper,30,['Spain'],184,right,6/30/2027,2000000,RealOviedo,La Liga,Sin lesión
David Carmo,Centre-Back,26,"['Angola', 'Portugal']",196,left,6/30/2026,10000000,RealOviedo,La Liga,Sin lesión
Eric Bailly,Centre-Back,31,"[""Cote d'Ivoire""]",187,right,6/30/2027,2000000,RealOviedo,La Liga,Sin lesión
David Costas,Centre-Back,30,['Spain'],184,right,6/30/2026,1400000,RealOviedo,La Liga,Sin lesión
Dani Calvo,Centre-Back,31,['Spain'],193,right,6/30/2026,1200000,RealOviedo,La Liga,Sin lesión
Oier Luengo,Centre-Back,27,['Spain'],185,right,6/30/2027,1000000,RealOviedo,La Liga,Sin lesión
Javi López,Left-Back,23,['Spain'],183,left,6/30/2026,7500000,RealOviedo,La Liga,Sin lesión
Rahim Alhassane,Left-Back,23,"['Niger', 'Spain']",184,left,6/30/2027,1500000,RealOviedo,La Liga,Sin lesión
Nacho Vidal,Right-Back,30,['Spain'],180,right,6/30/2027,1800000,RealOviedo,La Liga,Sin lesión
Lucas Ahijado,Right-Back,30,['Spain'],174,right,6/30/2026,800000,RealOviedo,La Liga,Sin lesión
Álvaro Lemos,Right-Back,32,['Spain'],177,right,6/30/2026,500000,RealOviedo,La Liga,Cruciate ligament tear - Return expected on 01/01/2026
Leander Dendoncker,Defensive Midfield,30,['Belgium'],188,right,6/30/2027,4500000,RealOviedo,La Liga,Sin lesión
Santiago Colombatto,Defensive Midfield,28,"['Argentina', 'Italy']",178,left,6/30/2026,3000000,RealOviedo,La Liga,Sin lesión
Alberto Reina,Central Midfield,27,['Spain'],179,right,6/30/2027,1500000,RealOviedo,La Liga,Sin lesión
Kwasi Sibo,Central Midfield,27,['Ghana'],183,right,6/30/2026,1500000,RealOviedo,La Liga,Sin lesión
Santi Cazorla,Central Midfield,40,['Spain'],168,both,6/30/2026,200000,RealOviedo,La Liga,Team captain
Luka Ilic,Attacking Midfield,26,['Serbia'],185,left,6/30/2028,2000000,RealOviedo,La Liga,Sin lesión
Brandon Dominguès,Attacking Midfield,25,"['France', 'Portugal']",172,right,6/30/2028,700000,RealOviedo,La Liga,Sin lesión
Ilyas Chaira,Left Winger,24,"['Morocco', 'Spain']",179,right,6/30/2028,4000000,RealOviedo,La Liga,Sin lesión
Josip Brekalo,Left Winger,27,['Croatia'],175,right,6/30/2027,3000000,RealOviedo,La Liga,Sin lesión
Ovie Ejaria,Left Winger,27,"['England', 'Nigeria']",188,right,6/30/2026,300000,RealOviedo,La Liga,Sin lesión
Haissem Hassan,Right Winger,23,"['France', 'Egypt']",175,right,6/30/2027,5000000,RealOviedo,La Liga,Sin lesión
Federico Viñas,Centre-Forward,27,['Uruguay'],182,left,6/30/2026,2000000,RealOviedo,La Liga,Sin lesión
Álex Forés,Centre-Forward,24,['Spain'],179,right,6/30/2026,700000,RealOviedo,La Liga,Sin lesión
Salomón Rondón,Centre-Forward,36,['Venezuela'],189,right,6/30/2026,500000,RealOviedo,La Liga,Sin lesión
Álex Remiro,Goalkeeper,30,['Spain'],191,right,6/30/2027,15000000,RealSociedad,La Liga,Sin lesión
Unai Marrero,Goalkeeper,24,['Spain'],189,right,6/30/2027,600000,RealSociedad,La Liga,Sin lesión
Igor Zubeldia,Centre-Back,28,['Spain'],181,right,6/30/2029,9000000,RealSociedad,La Liga,Sin lesión
Jon Martín,Centre-Back,19,['Spain'],187,right,6/30/2031,5000000,RealSociedad,La Liga,Sin lesión
Duje Caleta-Car,Centre-Back,29,['Croatia'],193,right,6/30/2026,4000000,RealSociedad,La Liga,Sin lesión
Aritz Elustondo,Centre-Back,31,['Spain'],180,right,6/30/2026,2000000,RealSociedad,La Liga,Sin lesión
Sergio Gómez,Left-Back,25,['Spain'],171,left,6/30/2030,15000000,RealSociedad,La Liga,Sin lesión
Aihen Muñoz,Left-Back,28,['Spain'],175,left,6/30/2027,4000000,RealSociedad,La Liga,Sin lesión
Jon Aramburu,Right-Back,23,"['Venezuela', 'Spain']",176,right,6/30/2030,15000000,RealSociedad,La Liga,Sin lesión
Álvaro Odriozola,Right-Back,29,['Spain'],176,right,6/30/2029,800000,RealSociedad,La Liga,Sin lesión
Jon Gorrotxategi,Defensive Midfield,23,['Spain'],177,right,6/30/2030,6000000,RealSociedad,La Liga,Sin lesión
Carlos Soler,Central Midfield,28,['Spain'],180,right,6/30/2029,12000000,RealSociedad,La Liga,Sin lesión
Luka Sucic,Central Midfield,23,['Croatia'],185,left,6/30/2029,12000000,RealSociedad,La Liga,Sin lesión
Yangel Herrera,Central Midfield,27,"['Venezuela', 'Spain']",184,right,6/30/2030,11000000,RealSociedad,La Liga,Sin lesión
Beñat Turrientes,Central Midfield,23,['Spain'],181,right,6/30/2030,9000000,RealSociedad,La Liga,Sin lesión
Brais Méndez,Attacking Midfield,28,['Spain'],184,left,6/30/2028,18000000,RealSociedad,La Liga,Sin lesión
Pablo Marín,Attacking Midfield,22,['Spain'],178,right,6/30/2028,8000000,RealSociedad,La Liga,Sin lesión
Arsen Zakharyan,Attacking Midfield,22,['Russia'],183,right,6/30/2029,7500000,RealSociedad,La Liga,Sin lesión
Mikel Goti,Attacking Midfield,23,['Spain'],185,left,6/30/2028,1000000,RealSociedad,La Liga,Sin lesión
Ander Barrenetxea,Left Winger,23,['Spain'],175,right,6/30/2030,18000000,RealSociedad,La Liga,Sin lesión
Gonçalo Guedes,Left Winger,28,['Portugal'],179,right,6/30/2028,8000000,RealSociedad,La Liga,Sin lesión
Takefusa Kubo,Right Winger,24,['Japan'],173,left,6/30/2029,30000000,RealSociedad,La Liga,Sin lesión
Mikel Oyarzabal,Centre-Forward,28,['Spain'],181,left,6/30/2028,20000000,RealSociedad,La Liga,Team captain
Orri Óskarsson,Centre-Forward,21,['Iceland'],186,right,6/30/2030,15000000,RealSociedad,La Liga,Thigh problems - Return unknown
Umar Sadiq,Centre-Forward,28,['Nigeria'],191,right,6/30/2028,5000000,RealSociedad,La Liga,Sin lesión
Jon Karrikaburu,Centre-Forward,23,['Spain'],183,right,6/30/2026,2000000,RealSociedad,La Liga,Sin lesión
Odysseas Vlachodimos,Goalkeeper,31,"['Greece', 'Germany']",191,right,6/30/2026,5000000,SevillaFC,La Liga,Sin lesión
Álvaro Fernández,Goalkeeper,27,['Spain'],185,right,6/30/2027,2000000,SevillaFC,La Liga,Sin lesión
Ørjan Nyland,Goalkeeper,35,['Norway'],192,right,6/30/2026,900000,SevillaFC,La Liga,Sin lesión
Kike Salas,Centre-Back,23,['Spain'],188,left,6/30/2029,8000000,SevillaFC,La Liga,Sin lesión
Fábio Cardoso,Centre-Back,31,['Portugal'],187,right,6/30/2028,3000000,SevillaFC,La Liga,Sin lesión
Marcão,Centre-Back,29,['Brazil'],185,left,6/30/2028,2000000,SevillaFC,La Liga,Sin lesión
César Azpilicueta,Centre-Back,36,['Spain'],178,right,6/30/2026,1500000,SevillaFC,La Liga,Sin lesión
Tanguy Nianzou,Centre-Back,23,"['France', ""Cote d'Ivoire""]",191,right,6/30/2027,1500000,SevillaFC,La Liga,Hamstring injury - Return unknown
Andrés Castrín,Centre-Back,22,['Spain'],188,right,,1500000,SevillaFC,La Liga,Sin lesión
Ramón Martínez,Centre-Back,22,['Spain'],185,right,6/30/2027,1000000,SevillaFC,La Liga,Sin lesión
Gabriel Suazo,Left-Back,28,['Chile'],178,left,6/30/2028,4000000,SevillaFC,La Liga,Sin lesión
Juanlu Sánchez,Right-Back,22,['Spain'],186,right,6/30/2029,15000000,SevillaFC,La Liga,Sin lesión
José Ángel Carmona,Right-Back,23,['Spain'],184,right,6/30/2028,12000000,SevillaFC,La Liga,Sin lesión
Batista Mendy,Defensive Midfield,25,"['France', 'Guinea-Bissau']",191,right,6/30/2026,10000000,SevillaFC,La Liga,Sin lesión
Lucien Agoumé,Defensive Midfield,23,"['France', 'Cameroon']",185,right,6/30/2028,8000000,SevillaFC,La Liga,Sin lesión
Nemanja Gudelj,Defensive Midfield,33,"['Serbia', 'Netherlands']",187,right,6/30/2026,3000000,SevillaFC,La Liga,Team captain
Djibril Sow,Central Midfield,28,"['Switzerland', 'Senegal']",184,right,6/30/2029,7500000,SevillaFC,La Liga,Sin lesión
Joan Jordán,Central Midfield,31,['Spain'],185,right,6/30/2027,2500000,SevillaFC,La Liga,Sin lesión
