Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team.1,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
31,Sandro Tonali,0,5,0,0,0,10,1,2024-09-01,24-116,it ITA,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,N,23,0,0,0,0,0,0,0,0,,,0,,,0,5,5,100.0,0,2,0,0,1,63,23,4,4,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,6,0,0,10,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,1,0,0,0,0,1,1,MF,Match Report
32,Anthony Gordon,0,19,4,0,0,50,3,2024-09-01,23-190,eng ENG,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,89,0,0,0,0,0,0,0,0,,,0,,,0,19,36,52.8,3,2,0,0,0,288,144,9,13,69.2,4,4,100.0,3,11,27.3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,50,2,13,20,19,1,50,3,1,3,0,0,3,4,75.0,1,2,0,2,1,4,0,0,0,0,0,2,2,"FW,MF",Match Report
33,Harvey Barnes,2,4,0,0,0,14,1,2024-09-01,26-267,eng ENG,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,60,1,0,1,1,0,0,0,2,0.5,1.0,1,50.0,15.1,0,4,7,57.1,0,0,1,0,1,49,34,3,4,75.0,1,2,50.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,5,3,6,2,14,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,0,0,0,0,1,FW,Match Report
34,Nick Pope,0,14,1,0,0,38,0,2024-09-01,32-135,eng ENG,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,14,31,45.2,0,0,0,0,0,462,349,1,1,100.0,4,4,100.0,8,25,32.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,29,37,1,0,0,38,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,GK,Match Report
35,Emil Krafth,1,20,1,0,0,35,1,2024-09-01,30-030,se SWE,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,1,0.0,,0,0.0,14.6,0,20,25,80.0,0,0,0,0,0,289,166,13,16,81.3,6,7,85.7,1,1,100.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35,9,24,8,3,1,35,1,0,0,0,1,1,2,50.0,1,2,2,0,0,1,3,0,0,0,0,0,0,DF,Match Report
36,Bruno Guimarães,0,18,1,0,1,40,1,2024-09-01,26-290,br BRA,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,18,24,75.0,0,3,0,0,2,334,160,8,9,88.9,5,6,83.3,4,5,80.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,5,18,22,0,0,40,1,0,1,0,0,0,2,0.0,2,1,0,1,3,4,2,0,1,0,0,3,4,MF,Match Report
37,Miguel Almirón,0,0,0,0,0,0,0,2024-09-01,30-204,py PAR,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,N,1,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
38,Alexander Isak,3,9,2,0,0,26,1,2024-09-01,24-346,se SWE,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,90,1,0,1,1,0,0,0,3,0.33,1.0,1,33.3,13.4,0,9,12,75.0,0,1,0,0,0,115,19,3,4,75.0,3,3,100.0,0,0,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,26,1,3,8,15,4,26,1,1,0,0,1,1,3,33.3,2,2,0,2,0,1,1,0,0,0,0,1,0,FW,Match Report
39,Sean Longstaff,0,20,1,0,1,38,6,2024-09-01,26-307,eng ENG,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,67,0,0,0,0,0,0,0,0,,,0,,,0,20,26,76.9,0,1,0,0,2,331,51,11,15,73.3,7,7,100.0,2,3,66.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,2,18,16,5,0,38,6,4,1,3,2,6,6,100.0,0,2,1,1,3,9,1,0,1,0,0,2,1,MF,Match Report
40,Valentino Livramento,0,27,1,0,0,54,0,2024-09-01,21-294,eng ENG,Newcastle Utd,,Tottenham,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,27,37,73.0,1,2,0,0,0,353,179,18,19,94.7,8,11,72.7,1,3,33.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,12,34,18,4,0,54,0,0,0,0,0,0,0,,0,4,1,3,2,2,8,0,0,0,0,0,1,DF,Match Report
